genus,root_diameter_mean,SRL_mean,RTD_mean,root_N_mean,root_P_mean,mycorrhizal_colonization_mean,EcoBank_amf_richness_mean,GlobalAMFungi_amf_richness_mean,EcoBank_prop_cult_mean,EcoBank_prop_ancestral_mean,EcoBank_prop_edaphophilic_mean,EcoBank_prop_rhizophilic_mean,n_species,n_fred_records,n_species_in_ecobank,n_species_in_globalamfungi
mayodendron,0.591666667,1.773259879,0.500089681,19.577353,,,,,,,,,1,2.0,0,0
maytenus,1.2421036694,3.9263741686,0.38031425385,11.57930678555,0.48212921870000003,92.57142857142857,,,,,,,1,20.0,0,0
meconopsis,,,,,,,2.0,,50.0,0.0,0.0,100.0,1,0.0,1,0
medicago,1.4235209219444445,260.9964975504444,0.10841039427777778,27.145057681666668,1.9,22.7925,14.0,98.0,12.895504201333333,0.0,0.36231884066666664,95.24959742333333,9,106.0,1,1
megacarpaea,,,,,,,,,,,,,1,3.0,0,0
megathyrsus,,,,,,,,34.125,,,,,1,58.0,0,1
melaleuca,,,,,,,,,,,,,5,11.0,0,0
melampyrum,,,,,,,,,,,,,2,11.0,0,0
melandrium,,,,,,,,,,,,,1,1.0,0,0
melastoma,,,,,,,,,,,,,1,25.0,0,0
melia,,,,,,,,,,,,,1,2.0,0,0
melica,,,,,,,10.125,,52.5204432638125,0.034031098625,0.1022310666875,93.53077376625001,4,15.0,2,0
melicoccus,,,,,,,,,,,,,1,4.0,0,0
melicope,0.25397,97.19,0.21,21.045,0.5299999999999999,71.0,,,,,,,2,7.0,0,0
melicytus,0.47389166666666666,54.131154875,0.12032480141666667,18.173186025,1.482652658,,,,,,,,1,14.0,0,0
melilotus,0.29,99.82249999999999,0.10342499999999999,16.9,,15.9,,,,,,,2,16.0,0,0
memecylon,0.3652793622,53.5266933384,0.373946432,12.24,,,,,,,,,1,5.0,0,0
meniocus,,,,,,,,,,,,,1,1.0,0,0
menisciopsis,,1.3050026465,,9.72748256675,0.92908843575,,,,,,,,1,4.0,0,0
menodora,,,,,,,,,,,,,1,4.0,0,0
mentha,,,,,,,24.0,,50.81458495,0.077579519,0.232738557,99.6121024,5,13.0,1,0
mentzelia,,,,,,,,,,,,,3,4.0,0,0
menyanthes,,,,7.08495157,0.718155482,,,,,,,,1,13.0,0,0
mercurialis,,,,,,,9.583333333333334,1.6666666666666667,26.156343309666667,0.013993842749999999,0.5454434219166667,98.92904250166667,2,8.0,1,1
meriania,0.5885294711875,15.634056288375,0.2727670804375,18.670353125,1.0292987555,,,,,,,,1,16.0,0,0
merremia,0.522,31.68,,20.61,,,,,,,,,2,3.0,0,0
mesembryanthemum,,,,,,,,,,,,,1,1.0,0,0
mesosetum,,,,,,,,,,,,,2,2.0,0,0
mesosphaerum,,,,,,54.27,,,,,,,1,1.0,0,0
metasequoia,0.6625922853333334,14.823989857166666,0.21545113949999997,1.8114711840000002,,75.73166667,,,,,,,1,11.0,0,0
metathelypteris,,1.71111417,,7.8968258505,1.02929276775,,,,,,,,1,4.0,0,0
metrosideros,0.32553666666666664,53.00811883957143,0.3389765155476191,9.115277777777777,0.39416666666666667,,,,,,,,6,58.0,0,0
meum,,,,,,,,,,,,,1,2.0,0,0
mezilaurus,0.696,12.92,0.219,,,,,,,,,,1,3.0,0,0
miconia,0.4998387516638889,25.18884841738611,0.30996414558611113,15.315084583333332,0.6648110921683333,,,,,,,,7,37.0,0,0
micranthes,,,,,,,,,,,,,5,7.0,0,0
microbiota,0.4559666666666667,20.39841208,0.3659586273333333,,,,,,,,,,1,4.0,0,0
microcephala,,,,,,,,,,,,,1,1.0,0,0
micrococca,,,,,,53.7,,,,,,,1,1.0,0,0
microcos,0.11685,115.38,0.52,15.79,,40.0,,,,,,,1,1.0,0,0
microlaena,0.17758746733333333,195.06088599999998,,,,,,,,,,,1,17.0,0,0
micromelum,0.6529166664999999,10.149242943,0.3282727775,19.939999999999998,1.06,,,,,,,,1,2.0,0,0
micropholis,0.576743873440205,10.891930146840476,0.4770504713825397,16.74143,,,,,,,,,7,68.0,0,0
microseris,,177.358697,,,,,,,,,,,1,1.0,0,0
microsorum,,,,,,,12.708333333333334,7.166666666666667,26.885469918374998,0.01560192875,0.16666666666666666,92.60257867958335,1,0.0,1,1
microstegium,,,,11.795,,,,,,,,,1,9.0,0,0
microsteris,,,,,,,,,,,,,1,1.0,0,0
microthlaspi,,,,,,,,,,,,,1,1.0,0,0
microtropis,0.45889,79.59,0.33,22.46,,65.0,,,,,,,1,1.0,0,0
milicia,,,,,,,,,,,,,1,7.0,0,0
milium,,,,,,,,,,,,,3,15.0,0,0
millettia,0.34158,25.62,0.43,31.22,,30.0,,,,,,,1,1.0,0,0
millingtonia,0.633133333,7.477468528,0.430357635,17.63251662,,61.08,,,,,,,1,6.0,0,0
mimosa,,,,,,72.21,,,,,,,5,6.0,0,0
minuartia,,,,,,,,,,,,,14,23.0,0,0
mirabilis,0.2025,44.97698908666666,0.509128,11.84925675,,,,,,,,,2,7.0,0,0
miscanthus,,,,,,,,,,,,,1,2.0,0,0
mitrephora,0.8092222223333333,6.742303877,0.3147062153333333,16.78333333333333,0.8766666666666666,,,,,,,,1,3.0,0,0
moehringia,,,,,,,,,,,,,1,1.0,0,0
mohavea,,,,,,,,,,,,,1,1.0,0,0
molinia,0.29,26.873740412,,8.585,1.63,19.09,,,,,,,2,21.0,0,0
moltkia,,,,,,,,,,,,,1,1.0,0,0
moltkiopsis,,,,,,,,,,,,,1,3.0,0,0
monarda,0.27182,88.66666666666667,0.191791,17.866666666666667,,,,,,,,,1,5.0,0,0
moneses,,,,,,,,,,,,,1,7.0,0,0
monocymbium,,,,,,,,,,,,,1,1.0,0,0
monoon,0.9441008336500001,5.2086643116,0.2817207456,21.424195585,0.8588888888888888,,,,,,,,2,12.0,0,0
monoptilon,,,,,,,,,,,,,1,1.0,0,0
monotes,,,,,,,,,,,,,2,9.0,0,0
montinia,,,,,,,10.75,4.2,15.770386255125,0.013850277375000001,0.2305816,92.90113205125,1,0.0,1,1
montiopsis,,,,,,,,,,,,,1,1.0,0,0
montrouziera,,,,,,,11.0,7.0,22.726976197,1.23748609575,0.2109463345,96.3238448,1,0.0,1,1
moorochloa,,,,,,,,,,,,,1,1.0,0,0
moquilea,,,,,,,,,,,,,1,5.0,0,0
morella,,,,,,,,4.0,,,,,1,0.0,0,1
moringa,0.504966667,6.190157752,0.270378476,23.26992194,,,,,,,,,1,2.0,0,0
morisonia,,,,,,,,,,,,,1,1.0,0,0
morus,0.47649074074074077,31.566647325555554,0.42260819466666666,19.410124444444442,1.8601559225,,,,,,,,4,34.0,0,0
mouriri,,,,,,,,,,,,,1,4.0,0,0
muehlenbeckia,,45.675492203333334,0.42547891716666664,,,,,,,,,,1,12.0,0,0
muhlenbergia,,99.35484547912894,0.2738,10.183592305142858,,31.0,,,,,,,14,70.0,0,0
mulguraea,,,,3.4025,,,,,,,,,1,18.0,0,0
munroa,0.23,247.44031088333332,0.07,7.17486260525,,,,,,,,,5,18.0,0,0
muraltia,,,,,,,10.25,6.0,14.125983837,0.08960573475,0.0,99.882081695,1,0.0,1,1
murbeckiella,,,,,,,,,,,,,1,3.0,0,0
musanga,,,,,,,7.0,1.0,0.0,0.0,0.0,96.14890886,1,0.0,1,1
muscari,,,,,,,,,,,,,5,10.0,0,0
musineon,0.5138,35.51308466,0.223564815,,,,,,,,,,1,1.0,0,0
mutellina,,,,,,,,,,,,,1,1.0,0,0
mutisia,,,,,,,,,,,,,1,2.0,0,0
myoosotis,,67.99903623333334,0.066799173,,,,,,,,,,1,8.0,0,0
myosotis,1.90259981,491.05555556666667,0.025849972,,,,,,,,,,10,31.0,0,0
myrcia,0.36659803923529416,20.549895004411763,0.5234348395882353,15.51967263,,,,,,,,,18,20.0,0,0
myrcianthes,0.3822,16.12794195,0.540142518,8.70546,,,,,,,,,1,1.0,0,0
myrciaria,0.401,13.03,0.5489999999999999,,,,,,,,,,2,2.0,0,0
myrica,0.36448333316666665,36.71241662833334,0.22616313116666667,16.037457146999998,0.6782947761666667,,,,,,,,2,51.0,0,0
myricaria,,,,,,,,,,,,,1,1.0,0,0
myriocarpa,0.4168,24.142114476666666,0.3400036993333333,22.067406666666667,,,,,,,,,1,3.0,0,0
myriophyllum,,39.46383428,0.0992506603181818,,,,,,,,,,2,46.0,0,0
myrsine,0.5991827007416667,24.625267151029167,0.2860120866125,11.09956309090909,0.5657936704166666,,,,,,,,5,40.0,0,0
myrtus,0.423125,10.13083205,0.787755381,,,22.475,,,,,,,1,3.0,0,0
mytilaria,0.4,42.625,0.235,11.917020966911112,2.5221493758499998,,,,,,,,1,75.0,0,0
nabalus,0.19665,342.7914286,0.13008233349999998,32.909857,,,,,,,,,2,2.0,0,0
nageia,0.43950151175,32.054120616666665,0.323340118,1.62686523575,,,,,,,,,1,6.0,0,0
nama,,183.65086723333334,,7.407644987,,,,,,,,,2,7.0,0,0
nananthus,,,,,,,,,,,,,1,1.0,0,0
nanophyton,,,,,,,,,,,,,1,5.0,0,0
narcissus,,,,,,,,,,,,,1,1.0,0,0
nardophyllum,,,,4.333333333333333,,,,,,,,,1,9.0,0,0
nardus,0.3156666666666667,37.53,,8.493333333333334,1.08,14.995,,,,,,,1,14.0,0,0
narthecium,,,,,,,,,,,,,1,2.0,0,0
nassauvia,,,,7.55,,,,,,,,,2,11.0,0,0
nassella,0.23675,91.597441935,0.517363388,11.0,0.4,,,,,,,,4,12.0,0,0
naucleopsis,0.3915512467708333,25.752892992083332,0.4149347214791667,23.403275,0.782507813625,,,,,,,,6,13.0,0,0
nectandra,,,,,,,,,,,,,1,30.0,0,0
neltuma,,,,19.9,0.9,,,,,,,,7,58.0,0,0
nemesia,,,,,,,,,,,,,1,1.0,0,0
neogaya,,,,,,,,,,,,,1,4.0,0,0
neolitsea,0.554745,25.65,0.14666666666666667,25.20095238095238,0.3983333333333333,76.298966409,,1.0,,,,,8,41.0,0,1
neomyrtus,0.21,42.3,0.68,5.03,0.32,,,,,,,,1,1.0,0,0
neopanax,0.7533571428571428,16.80382927707143,0.16757045125000003,10.01,0.96,,,,,,,,2,9.0,0,0
neotorularia,,,,,,,,,,,,,1,2.0,0,0
neotrinia,,,,,,,,,,,,,1,6.0,0,0
neottia,,,,,,,,,,,,,1,3.0,0,0
nepeta,,24.055,,,,,4.0,,1.612903226,0.0,1.209677419,98.79032258,4,7.0,1,0
nephelium,0.15885,58.45,0.5,12.193333333333333,0.34833333333333333,53.0,,,,,,,2,7.0,0,0
nephroia,,,,,,,,,,,,,1,1.0,0,0
nephrolepis,,,,,,,21.05263157894737,16.0,14.726080728736843,0.1773229302631579,0.5132970039473684,95.86943682526315,1,0.0,1,1
nerisyrenia,,,,,,,,,,,,,1,3.0,0,0
nerium,0.453441667,14.17862159,0.540704456,,,23.90555556,,,,,,,1,2.0,0,0
neslia,,,,,,,,,,,,,1,1.0,0,0
nestegis,0.744709090909091,10.963528249,0.22229067845454545,14.6,,,,,,,,,1,11.0,0,0
nicotiana,,,,,1.217127649,,,466.1666666666667,,,,,3,7.0,0,1
nigella,,,,,,,,,,,,,2,2.0,0,0
nitraria,,4.365,,21.34,,,,,,,,,1,8.0,0,0
no,,,,,,,19.16010781671159,,30.246782528830536,5.54708988874066,3.592814852990796,86.53028965348022,1,0.0,1,0
noaea,,,,,,,,,,,,,1,1.0,0,0
noccaea,,,,,,,,,,,,,4,4.0,0,0
nolana,,,,,,,,,,,,,1,1.0,0,0
nolina,,,,,,,,,,,,,1,1.0,0,0
nolletia,,,,,,,,,,,,,1,1.0,0,0
nonea,,,,,,,,,,,,,3,13.0,0,0
noronhia,0.59,9.46,0.43,,,,,,,,,,1,1.0,0,0
nothofagus,0.30235729166666664,58.975720144947914,0.2931137966302083,12.415714285714285,1.565238095238095,,,,,,,,8,197.0,0,0
noticastrum,,11.85,0.157,7.6,,36.0,,,,,,,1,2.0,0,0
nuphar,,,,,,,,,,,,,3,5.0,0,0
nymphaea,,,,,,,,,,,,,1,1.0,0,0
nyssa,0.54578915,12.98308913857143,0.16860585457142857,14.321416665000001,,,,,,,,,2,10.0,0,0
oberna,,,,,,,,,,,,,1,3.0,0,0
ochna,,,,,,,,,,,,,1,7.0,0,0
ochradenus,,,,,,,,,,,,,1,1.0,0,0
ocimum,,,,,,44.985,,,,,,,2,3.0,0,0
ocotea,0.7007153988373809,11.573432271549285,0.30821945840833337,17.78177556802721,0.7419582397857143,75.0,,,,,,,20,51.0,0,0
odontarrhena,,,,,,,,,,,,,1,1.0,0,0
odontites,,,,,,,,,,,,,1,1.0,0,0
odontosoria,,1.19832670475,,8.48040072725,0.56672564225,,,,,,,,1,4.0,0,0
odyssea,,,,,,,,,,,,,1,1.0,0,0
oedibasis,,,,,,,,,,,,,1,4.0,0,0
oenanthe,,,,,,,,,,,,,1,1.0,0,0
oenothera,0.29746999999999996,87.34533730333334,0.2673743333333333,7.707286179,,,,,,,,,8,21.0,0,0
oldeania,,,,,,,,,,,,,1,2.0,0,0
olea,0.5180882352941176,10.28375,0.40625,,,,,,,,,,1,68.0,0,0
olearia,0.5085166666666667,32.45080609833334,0.1897947595,18.415,1.17,,,,,,,,3,5.0,0,0
olgaea,,,,,,,,,,,,,1,5.0,0,0
oligochaeta,,,,,,,,,,,,,1,1.0,0,0
olsynium,,,,,,,,,,,,,1,1.0,0,0
onobrychis,,80.3,0.0944,,,5.5,,,,,,,7,16.0,0,0
onoclea,0.3367813736666667,92.88760701333335,0.12112716633333333,10.846577063333333,,,,,,,,,1,3.0,0,0
ononis,3.24160393,172.5192308,0.0362,,,,,,,,,,2,7.0,0,0
onopordum,,,,,,,,,,,,,1,1.0,0,0
onosma,,,,,,,,,,,,,8,11.0,0,0
ophioglossum,,,,,,,,,,,,,1,1.0,0,0
oplismenus,,,,,,34.53,,,,,,,1,1.0,0,0
opophytum,,,,,,,,,,,,,1,2.0,0,0
opuntia,,,,,,37.67,,,,,,,9,24.0,0,0
oreocnide,0.2392,94.0809434,0.230434783,20.903518,,,,,,,,,1,1.0,0,0
oreojuncus,,,,,,,,,,,,,1,5.0,0,0
oreomecon,,,,21.0,2.2,,,,,,,,5,17.0,0,0
oreomyrrhis,,,,,,,16.25,,10.08866850625,4.68080188275,0.03125,92.433825495,1,0.0,1,0
oreopanax,0.6546682274444444,16.923209983333336,0.1818727477777778,17.80552,1.5503295835555555,,,,,,,,1,9.0,0,0
origanum,,,,,,,,,,,,,1,5.0,0,0
orlaya,,,,,,,,,,,,,1,1.0,0,0
ormosia,,0.16205,,,,38.80161770466809,,,,,,,5,66.0,0,0
ornithogalum,,,,,,,,,,,,,5,7.0,0,0
ornithopus,0.2701745165,282.781778275,,,,,,,,,,,3,9.0,0,0
orophea,0.39934,45.31,0.39,24.45,,93.0,,,,,,,1,1.0,0,0
orostachys,,64.2075,,,,,,,,,,,1,4.0,0,0
orthilia,,,,,,,,,,,,,1,9.0,0,0
orthocarpus,0.2062,84.3705,0.333333333,,,,,,,,,,1,1.0,0,0
oryza,,,,10.12,,,,47.83783783783784,,,,,1,13.0,0,1
oryzopsis,,12.01,0.269,,,,,,,,,,1,5.0,0,0
osmanthus,0.71949,4.42,0.4,6.78,,100.0,,,,,,,1,1.0,0,0
osmunda,0.418775,6.4830754978,0.297841727,13.766652963999999,0.77748788225,,,,,,,,1,5.0,0,0
ostrowskia,,,,,,,,,,,,,1,2.0,0,0
ostrya,,,,,,,,,,,,,2,4.0,0,0
osyris,0.630925,5.888691257,0.954854559,,,,,,,,,,1,1.0,0,0
otoba,1.5301714285714285,3.0071462361428574,0.19405891442857143,20.928464285714288,1.2150179432857142,,,,,,,,1,7.0,0,0
ougeinia,,,,,,,,,,,,,1,1.0,0,0
ouratea,,,,,,,,,,,,,1,5.0,0,0
oxalis,,,,,,49.91833333333334,22.61904761904762,6.0,38.91899266261905,5.579784638,0.7897143258095238,92.9508155995238,6,20.0,3,1
oxandra,,0.42395,,,,,,,,,,,1,2.0,0,0
oxyria,,,,,,,1.0,,0.0,0.0,0.0,100.0,1,6.0,1,0
oxytropis,2.0972833333333334,22.134920277555555,0.183928572,20.46203773555556,,,12.25,,26.916135075,0.0,0.0,99.75062344,18,32.0,2,0
pachira,0.7466666666666667,11.883333333333333,0.25,,,,,,,,,,3,3.0,0,0
pachycereus,,,,,,,,,,,,,1,2.0,0,0
pachystachys,,,,,,,,,,,,,1,1.0,0,0
packera,0.41795,20.985477128,0.269511,9.460163713,,,,,,,,,4,10.0,0,0
paeonia,,,,,,,,,,,,,1,2.0,0,0
pagamea,0.505,21.92,0.229,,,,,,,,,,1,1.0,0,0
palafoxia,,,,,,,,,,,,,1,1.0,0,0
palicourea,0.44986666666666664,21.134316869,0.3663729751111111,27.037049999999997,,,,,,,,,11,19.0,0,0
palimbia,,,,,,,,,,,,,1,1.0,0,0
pallenis,,,,,,,,5.5,,,,,1,0.0,0,1
pancratium,,,,,,,,5608.25,,,,,2,3.0,0,1
panicum,0.21725,152.45790727849055,0.22323175,12.525000000000002,1.5,60.67,26.0,,6.835379066125,1.11512716975,0.18382512899999998,95.917052565,9,100.0,1,0
panzerina,,,,,,,,,,,,,1,1.0,0,0
papaver,,,,,,,,,,,,,3,7.0,0,0
pappobolus,0.47415871,281.05,0.035500000000000004,35.75,,,,,,,,,1,2.0,0,0
pappostipa,,,,,,,,,,,,,2,6.0,0,0
parablechnum,0.30000000000000004,29.55,0.455,4.655,0.28,,,,,,,,2,2.0,0,0
parapholis,0.122,,0.294,,,,,,,,,,1,1.0,0,0
paraquilegia,,,,,,,9.0,,3.267973856,0.0,0.653594771,99.34640523,1,0.0,1,0
parasenecio,,,,,,,,,,,,,1,5.0,0,0
parashorea,,,,,,,,,,,,,2,8.0,0,0
parinari,,,,,,,,,,,,,1,9.0,0,0
paris,,,,,,,15.715909090909092,64.0,35.41979229002273,6.2244695923977265,1.4957087503522728,89.16209760238635,2,13.0,2,1
parkia,,,,,,,,,,,,,1,1.0,0,0
parkinsonia,,,,,,69.96,,,,,,,1,1.0,0,0
parnassia,,,,,,,,,,,,,1,3.0,0,0
paronychia,,,,,,,,,,,,,2,5.0,0,0
parrotia,,,,,,,,,,,,,1,2.0,0,0
parthenium,,,,,,63.85,,,,,,,4,5.0,0,0
parthenocissus,0.175766667,152.6108108,0.264285714,26.84712633,,,7.75,3.0,65.747564777625,0.057099693624999996,0.0,99.94290030625,1,1.0,1,1
paspalidium,,,,,,15.71,,,,,,,1,1.0,0,0
paspalum,,18.37,0.102,8.175,0.7333333333333334,65.0,39.0,,15.760471600222221,4.184246715222222,0.9666551417777778,93.80676612222221,6,12.0,1,0
passiflora,,,,9.0,0.6,,,,,,,,2,3.0,0,0
pastinaca,,,,,,,,,,,,,1,10.0,0,0
patrinia,,,,,,,,,,,,,1,1.0,0,0
patzkea,,88.9382,,10.0,,,,,,,,,1,2.0,0,0
pavetta,,,,,,46.6,,,,,,,1,1.0,0,0
pavonia,,,,,,48.48,,,,,,,1,1.0,0,0
payena,0.811,8.5155,0.24025,,,,,,,,,,1,4.0,0,0
pectinopitys,0.91303125,6.64477247425,0.2257715691875,10.145,0.8,,,,,,,,1,16.0,0,0
pectis,,,,,,,,,,,,,1,1.0,0,0
pedalium,,,,,,39.87,,,,,,,1,1.0,0,0
pedicularis,0.59,,,,,,6.583333333333333,,24.217795282583335,0.7361946995833333,0.0,99.2638053,18,37.0,3,0
pediomelum,0.31763,,0.426284,,,,,,,,,,2,12.0,0,0
peganum,,,,,,,,,,,,,2,13.0,0,0
pelargonium,,,,,,,,,,,,,1,1.0,0,0
peltophorum,,,,,,,,,,,,,1,3.0,0,0
pennantia,0.49802857142857143,34.41216451714286,0.15284505214285712,20.6,,,,,,,,,1,7.0,0,0
pennisetum,,,,,,,6.25,,0.3133916895,1.23647604325,0.0,98.7635239575,1,0.0,1,0
penstemon,0.33974071428571434,44.88394297795238,0.2849397928571428,6.87810124175,,,,,,,,,13,25.0,0,0
pentaclethra,,,,,,,,,,,,,1,9.0,0,0
pentanema,,,,,,85.23,,,,,,,2,6.0,0,0
pentaphylax,0.12066,97.84,0.53,5.55,,24.0,,,,,,,1,1.0,0,0
pentaspadon,0.2985,39.10778931,0.357294955,,,,,,,,,,1,1.0,0,0
penthorum,,,,,,,,,,,,,1,2.0,0,0
pereskia,,,,,,,,,,,,,1,1.0,0,0
perezia,,,,,,,,,,,,,1,1.0,0,0
pericalymma,,,,,,,,,,,,,1,1.0,0,0
pericopsis,,0.9894563870967742,,,,,,,,,,,2,74.0,0,0
peritassa,,0.3222,,,,,,,,,,,1,2.0,0,0
persea,0.8294896164007937,14.473823603166668,0.37231734358333335,13.556661109166667,0.58400038425,,,,,,,,4,71.0,0,0
persicaria,1.025838915,352.2510188,0.056319605,,,,,,,,,,7,83.0,0,0
petalostigma,,,,,,,,,,,,,1,1.0,0,0
petasites,,,,,,,,,,,,,1,3.0,0,0
petrocallis,,,,,,,,,,,,,1,2.0,0,0
petrophile,,,,,,,,,,,,,1,2.0,0,0
petrorhagia,,,,,,,,,,,,,1,1.0,0,0
petroselinum,,,,,,,,,,,,,1,1.0,0,0
petrosimonia,,5.1,,9.11,,,,,,,,,2,3.0,0,0
petunia,,,,,,,,,,,,,1,1.0,0,0
peucedanum,,,,,,,,,,,,,7,10.0,0,0
phacelia,,,,,,,30.0,15.833333333333334,35.90635544333333,0.16461137544444443,0.6605052301111111,98.3465562811111,2,2.0,1,1
phagnalon,,,,,,,41.0,24.125,18.925141276999998,0.053219692624999995,0.0,98.71072812875,1,0.0,1,1
phalaris,0.6395439585357143,205.6634461207143,0.03341017,,,,,,,,,,2,33.0,0,0
phanera,0.472,8.93,,6.58,,,,,,,,,1,2.0,0,0
phaseolus,,,,12.2,,,,,,,,,2,7.0,0,0
phedimus,1.77189569,429.5538462,0.130334615,,,,,,,,,,3,7.0,0,0
phegopteris,,,,,,,,,,,,,1,3.0,0,0
phellodendron,0.8098819973333333,28.295624198454547,0.13914189899999999,20.53453063515,1.56745,,,,,,,,1,83.0,0,0
phemeranthus,,,,,,,,,,,,,1,3.0,0,0
philadelphus,0.19019999999999998,176.7733599,0.2243396225,21.459050335,,,,,,,,,3,5.0,0,0
philenoptera,,,,,,,,,,,,,1,1.0,0,0
phillyrea,0.41509791674999996,12.633131909749999,0.67176823975,,,32.091203705,,,,,,,2,4.0,0,0
philodendron,,,,,,,,,,,,,1,3.0,0,0
philotheca,,,,,,,,,,,,,1,2.0,0,0
phippsia,,,,,,,,,,,,,1,7.0,0,0
phleum,0.8943713879999999,510.47475213499996,0.08992316928571428,13.226666666666667,,27.50317775,,,,,,,7,151.0,0,0
phlomis,0.4472125,7.931033139,0.5241913345,,,45.41666667,,,,,,,1,2.0,0,0
phlomoides,0.24455,122.8399898,0.177800587,20.39958133,,,,,,,,,7,14.0,0,0
phlox,0.2647,65.438895659,0.180454545,12.85051465,,,,,,,,,6,29.0,0,0
phoebe,0.749061904547619,7.245354150690477,0.40079998941666667,13.1125,0.5775641025641025,,,,,,,,3,18.0,0,0
phoenix,0.6463333333333333,,,,,,,,,,,,1,60.0,0,0
photina,,,,,,,,,,,,,1,1.0,0,0
photinia,,,,,,,,3.25,,,,,2,3.0,0,1
phragmites,2.10897144,179.0636364,0.05813917,9.16,,,5.0,,30.0,0.0,0.0,100.0,1,43.0,1,0
phyllanthus,,,,,,49.004999999999995,16.0,,0.6110635225,0.5715411905,0.0,98.6231399775,4,8.0,1,0
phyllocladus,0.6323986842105264,17.409305923210525,0.22097960836842107,11.896666666666667,0.28,,,,,,,,2,27.0,0,0
phyllodoce,0.25627500000000003,123.49109380333334,,10.366666666666667,1.3333333333333333,,,,,,,,1,9.0,0,0
phyllostylon,,,,,,,,,,,,,1,21.0,0,0
phyllota,,,,,,,,,,,,,2,2.0,0,0
physalis,0.236325,54.0,0.3279295,,,,,,,,,,2,3.0,0,0
physaria,,,,,,,,,,,,,1,1.0,0,0
physochlaina,,,,,,,,,,,,,1,1.0,0,0
phyteuma,,,,,,,,,,,,,3,4.0,0,0
picea,0.46440205493124154,32.33409292149531,0.33992055386875,12.035041397513568,1.0228492196895238,,,,,,,,23,773.0,0,0
picramnia,0.380566667,21.60099675,0.406346408,20.46492,0.792245847,,,,,,,,1,1.0,0,0
picrasma,0.9054,9.544698941,0.16272772,31.76775,,,,,,,,,1,1.0,0,0
picris,0.8459036,226.928333325,0.07283949433333332,12.13,1.3,43.4,,,,,,,2,11.0,0,0
picrorhiza,,,,,,,11.0,,20.97902098,0.699300699,0.0,98.6013986,1,0.0,1,0
picrothamnus,,,,,,,,,,,,,1,2.0,0,0
piliostigma,,,,,,,,,,,,,1,6.0,0,0
pilosella,0.6839430589166666,37.62220814395833,0.1886700556858679,7.767429927666667,,,,,,,,,7,180.0,0,0
pilularia,,90.721846516,0.16,,,,,,,,,,1,10.0,0,0
pimelea,,5.22911484475,0.26097561,,,,,,,,,,2,9.0,0,0
pimpinella,,,,,,,16.875,,15.100316538125,0.00535790825,0.034199726375,96.9367174675,3,15.0,1,0
pinguicula,,,,,,,,,,,,,2,2.0,0,0
pinnasa,,,,,,,,,,,,,1,1.0,0,0
pinus,0.5287573921676745,27.74843517351416,0.37502111471508537,9.943286046596375,0.8813456322511883,54.139973052912495,,,,,,,58,4220.0,0,0
piper,0.48985,9.552976515000001,0.3060097325,36.979985,,,,,,,,,4,7.0,0,0
piptadeniastrum,,0.867527,,,,,,,,,,,1,49.0,0,0
piptatherum,,,,,,,,,,,,,2,5.0,0,0
piptochaetium,,,,,,,26.7,,7.8279151777,0.6311662146,0.12297168490000002,98.981556512,2,2.0,1,0
pistacia,0.37270000000000003,36.884760363000005,0.696053878,13.57,,34.85011097333333,,,,,,,5,11.0,0,0
pisum,,,,,,,,106.75,,,,,1,0.0,0,1
pithecellobium,,,,,,47.01,,,,,,,1,1.0,0,0
pithocarpa,,,,,,,,,,,,,1,2.0,0,0
pittosporopsis,1.065,,,,,,,,,,,,1,4.0,0,0
pittosporum,0.6234502646613757,32.2226765309246,0.20274724617460316,15.361581153333333,1.5501398920000002,,,,,,,,4,19.0,0,0
pityrocarpa,,,,,,,,,,,,,1,2.0,0,0
plagianthus,0.4364166666666667,58.318845769999996,0.11746996733333333,23.2,,,,,,,,,1,6.0,0,0
planchonella,0.77314999975,6.283315137,0.360976338,10.1025,0.5575,,,,,,,,1,4.0,0,0
plantago,0.9003472347755102,218.39689847065358,0.15009191021428572,17.218531029537036,2.06,,17.23647619047619,41.85539215686274,36.56277837809514,0.9864632790064762,0.027184222829333332,96.86346887507713,23,190.0,5,4
platanthera,,,,,,,,,,,,,2,4.0,0,0
platanus,0.46162732500000003,22.298269247,0.16283505712500002,10.49480970026087,,,,,,,,,3,87.0,0,0
plathymenia,,,,,,,,,,,,,1,1.0,0,0
platycelyphium,,,,,,,,,,,,,1,1.0,0,0
platycladus,0.7932365079206348,7.764765125126984,0.354886317,,,,,7.0,,,,,1,101.0,0,1
platylobium,,,,,,,14.0,,3.8636363635,0.0,0.2272727275,82.74294671,1,0.0,1,0
platypodium,1.4075035408,4.55743543585,0.19803431035000002,18.76884420805,0.60814011335,75.14285714285714,,,,,,,1,20.0,0,0
plectranthus,,,,,,,17.75,5.0,75.9648589025,0.72320176875,0.22914328475,98.25852637999999,1,0.0,1,1
plectrocarpa,0.369133333,11.04751684,0.44504129,18.44622612,,,,,,,,,2,3.0,0,0
pleioblastus,0.5072245929375,12.606962362312501,0.7653997176875,6.3160959361875,0.45222956137500003,,,,,,,,1,36.0,0,0
pleiogynium,0.302233333,10.04042289,0.45181257,12.02876747,,,,,,,,,1,2.0,0,0
pleroma,0.4938,20.23658654,0.258064516,11.00938,0.32074082,,,,,,,,1,1.0,0,0
pleuropogon,,,,,,,,,,,,,1,1.0,0,0
